EXTRA,DATA_TYPE,COLUMN_KEY,TABLE_NAME,COLUMN_NAME,COLUMN_TYPE,IS_NULLABLE,IS_GENERATED,TABLE_SCHEMA,PRIVILEGES,NUMERIC_SCALE,TABLE_CATALOG,COLLATION_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,NUMERIC_PRECISION,CHARACTER_SET_NAME,DATETIME_PRECISION,GENERATION_EXPRESSION,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
NEVER,varchar,<blank>,<blank>,DELETE_RULE,varchar(64),def,9,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,REFERENTIAL_CONSTRAINTS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,TABLE_NAME,varchar(64),def,10,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,REFERENTIAL_CONSTRAINTS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,REFERENCED_TABLE_NAME,varchar(64),def,11,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,REFERENTIAL_CONSTRAINTS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,SPECIFIC_NAME,varchar(64),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,ROUTINE_CATALOG,varchar(512),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,1536,512
NEVER,varchar,<blank>,<blank>,ROUTINE_SCHEMA,varchar(64),def,3,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,ROUTINE_NAME,varchar(64),def,4,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,ROUTINE_TYPE,varchar(13),def,5,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,39,13
NEVER,varchar,<blank>,<blank>,DATA_TYPE,varchar(64),def,6,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,192,64
7,10,<blank>,<blank>,NEVER,YES,information_schema,ROUTINES,<blank>,<blank>,<blank>,<blank>,CHARACTER_MAXIMUM_LENGTH,int(21),int,<blank>,select,<blank>,0,def,NULL,<blank>
8,10,<blank>,<blank>,NEVER,YES,information_schema,ROUTINES,<blank>,<blank>,<blank>,<blank>,CHARACTER_OCTET_LENGTH,int(21),int,<blank>,select,<blank>,0,def,NULL,<blank>
9,10,<blank>,<blank>,NEVER,YES,information_schema,ROUTINES,<blank>,<blank>,<blank>,<blank>,NUMERIC_PRECISION,int(21),int,<blank>,select,<blank>,0,def,NULL,<blank>
10,10,<blank>,<blank>,NEVER,YES,information_schema,ROUTINES,<blank>,<blank>,<blank>,<blank>,NUMERIC_SCALE,int(21),int,<blank>,select,<blank>,0,def,NULL,<blank>
11,20,<blank>,<blank>,NEVER,YES,information_schema,ROUTINES,<blank>,<blank>,<blank>,<blank>,DATETIME_PRECISION,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
NEVER,varchar,<blank>,<blank>,CHARACTER_SET_NAME,varchar(64),def,12,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,ROUTINES,utf8,<blank>,YES,192,64
NEVER,varchar,<blank>,<blank>,COLLATION_NAME,varchar(64),def,13,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,ROUTINES,utf8,<blank>,YES,192,64
NEVER,longtext,<blank>,<blank>,DTD_IDENTIFIER,longtext,def,14,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,ROUTINES,utf8,<blank>,YES,4294967295,4294967295
NEVER,varchar,<blank>,<blank>,ROUTINE_BODY,varchar(8),def,15,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,24,8
NEVER,longtext,<blank>,<blank>,ROUTINE_DEFINITION,longtext,def,16,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,ROUTINES,utf8,<blank>,YES,4294967295,4294967295
NEVER,varchar,<blank>,<blank>,EXTERNAL_NAME,varchar(64),def,17,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,ROUTINES,utf8,<blank>,YES,192,64
NEVER,varchar,<blank>,<blank>,EXTERNAL_LANGUAGE,varchar(64),def,18,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,ROUTINES,utf8,<blank>,YES,192,64
NEVER,varchar,<blank>,<blank>,PARAMETER_STYLE,varchar(8),def,19,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,24,8
NEVER,varchar,<blank>,<blank>,IS_DETERMINISTIC,varchar(3),def,20,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,9,3
NEVER,varchar,<blank>,<blank>,SQL_DATA_ACCESS,varchar(64),def,21,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,SQL_PATH,varchar(64),def,22,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,ROUTINES,utf8,<blank>,YES,192,64
NEVER,varchar,<blank>,<blank>,SECURITY_TYPE,varchar(7),def,23,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,21,7
def,NO,0,<blank>,<blank>,NEVER,select,information_schema,<blank>,<blank>,<blank>,<blank>,CREATED,datetime,datetime,<blank>,<blank>,<blank>,24,ROUTINES,'0000-00-00 00:00:00',<blank>
def,NO,0,<blank>,<blank>,NEVER,select,information_schema,<blank>,<blank>,<blank>,<blank>,LAST_ALTERED,datetime,datetime,<blank>,<blank>,<blank>,25,ROUTINES,'0000-00-00 00:00:00',<blank>
NEVER,varchar,<blank>,<blank>,SQL_MODE,varchar(8192),def,26,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,24576,8192
NEVER,longtext,<blank>,<blank>,ROUTINE_COMMENT,longtext,def,27,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,4294967295,4294967295
NEVER,varchar,<blank>,<blank>,DEFINER,varchar(189),def,28,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,567,189
NEVER,varchar,<blank>,<blank>,CHARACTER_SET_CLIENT,varchar(32),def,29,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,96,32
NEVER,varchar,<blank>,<blank>,COLLATION_CONNECTION,varchar(32),def,30,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,96,32
NEVER,varchar,<blank>,<blank>,DATABASE_COLLATION,varchar(32),def,31,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,ROUTINES,utf8,<blank>,NO,96,32
NEVER,varchar,<blank>,<blank>,CATALOG_NAME,varchar(512),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SCHEMATA,utf8,<blank>,NO,1536,512
NEVER,varchar,<blank>,<blank>,SCHEMA_NAME,varchar(64),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SCHEMATA,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,DEFAULT_CHARACTER_SET_NAME,varchar(32),def,3,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SCHEMATA,utf8,<blank>,NO,96,32
NEVER,varchar,<blank>,<blank>,DEFAULT_COLLATION_NAME,varchar(32),def,4,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SCHEMATA,utf8,<blank>,NO,96,32
NEVER,varchar,<blank>,<blank>,SQL_PATH,varchar(512),def,5,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,SCHEMATA,utf8,<blank>,YES,1536,512
NEVER,varchar,<blank>,<blank>,SCHEMA_COMMENT,varchar(1024),def,6,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SCHEMATA,utf8,<blank>,NO,3072,1024
NEVER,varchar,<blank>,<blank>,GRANTEE,varchar(190),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SCHEMA_PRIVILEGES,utf8,<blank>,NO,570,190
NEVER,varchar,<blank>,<blank>,TABLE_CATALOG,varchar(512),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SCHEMA_PRIVILEGES,utf8,<blank>,NO,1536,512
NEVER,varchar,<blank>,<blank>,TABLE_SCHEMA,varchar(64),def,3,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SCHEMA_PRIVILEGES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,PRIVILEGE_TYPE,varchar(64),def,4,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SCHEMA_PRIVILEGES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,IS_GRANTABLE,varchar(3),def,5,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SCHEMA_PRIVILEGES,utf8,<blank>,NO,9,3
NEVER,varchar,<blank>,<blank>,VARIABLE_NAME,varchar(64),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SESSION_STATUS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,VARIABLE_VALUE,varchar(2048),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SESSION_STATUS,utf8,<blank>,NO,6144,2048
NEVER,varchar,<blank>,<blank>,VARIABLE_NAME,varchar(64),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SESSION_VARIABLES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,VARIABLE_VALUE,varchar(2048),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SESSION_VARIABLES,utf8,<blank>,NO,6144,2048
NEVER,varchar,<blank>,<blank>,TABLE_CATALOG,varchar(512),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,STATISTICS,utf8,<blank>,NO,1536,512
NEVER,varchar,<blank>,<blank>,TABLE_SCHEMA,varchar(64),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,STATISTICS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,TABLE_NAME,varchar(64),def,3,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,STATISTICS,utf8,<blank>,NO,192,64
4,19,<blank>,<blank>,NEVER,NO,information_schema,STATISTICS,<blank>,<blank>,<blank>,<blank>,NON_UNIQUE,bigint(1),bigint,<blank>,select,<blank>,0,def,0,<blank>
NEVER,varchar,<blank>,<blank>,INDEX_SCHEMA,varchar(64),def,5,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,STATISTICS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,INDEX_NAME,varchar(64),def,6,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,STATISTICS,utf8,<blank>,NO,192,64
7,19,<blank>,<blank>,NEVER,NO,information_schema,STATISTICS,<blank>,<blank>,<blank>,<blank>,SEQ_IN_INDEX,bigint(2),bigint,<blank>,select,<blank>,0,def,0,<blank>
NEVER,varchar,<blank>,<blank>,COLUMN_NAME,varchar(64),def,8,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,STATISTICS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,COLLATION,varchar(1),def,9,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,STATISTICS,utf8,<blank>,YES,3,1
10,19,<blank>,<blank>,NEVER,YES,information_schema,STATISTICS,<blank>,<blank>,<blank>,<blank>,CARDINALITY,bigint(21),bigint,<blank>,select,<blank>,0,def,NULL,<blank>
11,19,<blank>,<blank>,NEVER,YES,information_schema,STATISTICS,<blank>,<blank>,<blank>,<blank>,SUB_PART,bigint(3),bigint,<blank>,select,<blank>,0,def,NULL,<blank>
NEVER,varchar,<blank>,<blank>,PACKED,varchar(10),def,12,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,STATISTICS,utf8,<blank>,YES,30,10
NEVER,varchar,<blank>,<blank>,NULLABLE,varchar(3),def,13,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,STATISTICS,utf8,<blank>,NO,9,3
NEVER,varchar,<blank>,<blank>,INDEX_TYPE,varchar(16),def,14,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,STATISTICS,utf8,<blank>,NO,48,16
NEVER,varchar,<blank>,<blank>,COMMENT,varchar(16),def,15,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,STATISTICS,utf8,<blank>,YES,48,16
NEVER,varchar,<blank>,<blank>,INDEX_COMMENT,varchar(1024),def,16,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,STATISTICS,utf8,<blank>,NO,3072,1024
NEVER,varchar,<blank>,<blank>,FUNCTION,varchar(64),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,SQL_FUNCTIONS,utf8,<blank>,YES,192,64
NEVER,varchar,<blank>,<blank>,VARIABLE_NAME,varchar(64),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SYSTEM_VARIABLES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,SESSION_VALUE,varchar(2048),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,SYSTEM_VARIABLES,utf8,<blank>,YES,6144,2048
NEVER,varchar,<blank>,<blank>,GLOBAL_VALUE,varchar(2048),def,3,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,SYSTEM_VARIABLES,utf8,<blank>,YES,6144,2048
NEVER,varchar,<blank>,<blank>,GLOBAL_VALUE_ORIGIN,varchar(64),def,4,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SYSTEM_VARIABLES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,DEFAULT_VALUE,varchar(2048),def,5,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,SYSTEM_VARIABLES,utf8,<blank>,YES,6144,2048
NEVER,varchar,<blank>,<blank>,VARIABLE_SCOPE,varchar(64),def,6,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SYSTEM_VARIABLES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,VARIABLE_TYPE,varchar(64),def,7,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SYSTEM_VARIABLES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,VARIABLE_COMMENT,varchar(2048),def,8,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SYSTEM_VARIABLES,utf8,<blank>,NO,6144,2048
NEVER,varchar,<blank>,<blank>,NUMERIC_MIN_VALUE,varchar(21),def,9,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,SYSTEM_VARIABLES,utf8,<blank>,YES,63,21
NEVER,varchar,<blank>,<blank>,NUMERIC_MAX_VALUE,varchar(21),def,10,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,SYSTEM_VARIABLES,utf8,<blank>,YES,63,21
NEVER,varchar,<blank>,<blank>,NUMERIC_BLOCK_SIZE,varchar(21),def,11,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,SYSTEM_VARIABLES,utf8,<blank>,YES,63,21
NEVER,longtext,<blank>,<blank>,ENUM_VALUE_LIST,longtext,def,12,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,SYSTEM_VARIABLES,utf8,<blank>,YES,4294967295,4294967295
NEVER,varchar,<blank>,<blank>,READ_ONLY,varchar(3),def,13,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,SYSTEM_VARIABLES,utf8,<blank>,NO,9,3
NEVER,varchar,<blank>,<blank>,COMMAND_LINE_ARGUMENT,varchar(64),def,14,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,SYSTEM_VARIABLES,utf8,<blank>,YES,192,64
NEVER,varchar,<blank>,<blank>,GLOBAL_VALUE_PATH,varchar(2048),def,15,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,SYSTEM_VARIABLES,utf8,<blank>,YES,6144,2048
NEVER,varchar,<blank>,<blank>,TABLE_CATALOG,varchar(512),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLES,utf8,<blank>,NO,1536,512
NEVER,varchar,<blank>,<blank>,TABLE_SCHEMA,varchar(64),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,TABLE_NAME,varchar(64),def,3,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,TABLE_TYPE,varchar(64),def,4,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,ENGINE,varchar(64),def,5,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,TABLES,utf8,<blank>,YES,192,64
6,20,<blank>,<blank>,NEVER,YES,information_schema,TABLES,<blank>,<blank>,<blank>,<blank>,VERSION,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
NEVER,varchar,<blank>,<blank>,ROW_FORMAT,varchar(10),def,7,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,TABLES,utf8,<blank>,YES,30,10
8,20,<blank>,<blank>,NEVER,YES,information_schema,TABLES,<blank>,<blank>,<blank>,<blank>,TABLE_ROWS,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
9,20,<blank>,<blank>,NEVER,YES,information_schema,TABLES,<blank>,<blank>,<blank>,<blank>,AVG_ROW_LENGTH,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
10,20,<blank>,<blank>,NEVER,YES,information_schema,TABLES,<blank>,<blank>,<blank>,<blank>,DATA_LENGTH,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
11,20,<blank>,<blank>,NEVER,YES,information_schema,TABLES,<blank>,<blank>,<blank>,<blank>,MAX_DATA_LENGTH,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
12,20,<blank>,<blank>,NEVER,YES,information_schema,TABLES,<blank>,<blank>,<blank>,<blank>,INDEX_LENGTH,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
13,20,<blank>,<blank>,NEVER,YES,information_schema,TABLES,<blank>,<blank>,<blank>,<blank>,DATA_FREE,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
14,20,<blank>,<blank>,NEVER,YES,information_schema,TABLES,<blank>,<blank>,<blank>,<blank>,AUTO_INCREMENT,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
def,YES,0,<blank>,<blank>,NEVER,select,information_schema,<blank>,<blank>,<blank>,<blank>,CREATE_TIME,datetime,datetime,<blank>,<blank>,<blank>,15,TABLES,NULL,<blank>
def,YES,0,<blank>,<blank>,NEVER,select,information_schema,<blank>,<blank>,<blank>,<blank>,UPDATE_TIME,datetime,datetime,<blank>,<blank>,<blank>,16,TABLES,NULL,<blank>
def,YES,0,<blank>,<blank>,NEVER,select,information_schema,<blank>,<blank>,<blank>,<blank>,CHECK_TIME,datetime,datetime,<blank>,<blank>,<blank>,17,TABLES,NULL,<blank>
NEVER,varchar,<blank>,<blank>,TABLE_COLLATION,varchar(32),def,18,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,TABLES,utf8,<blank>,YES,96,32
19,20,<blank>,<blank>,NEVER,YES,information_schema,TABLES,<blank>,<blank>,<blank>,<blank>,CHECKSUM,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
NEVER,varchar,<blank>,<blank>,CREATE_OPTIONS,varchar(2048),def,20,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,TABLES,utf8,<blank>,YES,6144,2048
NEVER,varchar,<blank>,<blank>,TABLE_COMMENT,varchar(2048),def,21,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLES,utf8,<blank>,NO,6144,2048
22,20,<blank>,<blank>,NEVER,YES,information_schema,TABLES,<blank>,<blank>,<blank>,<blank>,MAX_INDEX_LENGTH,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
NEVER,varchar,<blank>,<blank>,TEMPORARY,varchar(1),def,23,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,TABLES,utf8,<blank>,YES,3,1
NEVER,varchar,<blank>,<blank>,TABLESPACE_NAME,varchar(64),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLESPACES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,ENGINE,varchar(64),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLESPACES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,TABLESPACE_TYPE,varchar(64),def,3,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,TABLESPACES,utf8,<blank>,YES,192,64
NEVER,varchar,<blank>,<blank>,LOGFILE_GROUP_NAME,varchar(64),def,4,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,TABLESPACES,utf8,<blank>,YES,192,64
5,20,<blank>,<blank>,NEVER,YES,information_schema,TABLESPACES,<blank>,<blank>,<blank>,<blank>,EXTENT_SIZE,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
6,20,<blank>,<blank>,NEVER,YES,information_schema,TABLESPACES,<blank>,<blank>,<blank>,<blank>,AUTOEXTEND_SIZE,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
7,20,<blank>,<blank>,NEVER,YES,information_schema,TABLESPACES,<blank>,<blank>,<blank>,<blank>,MAXIMUM_SIZE,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
8,20,<blank>,<blank>,NEVER,YES,information_schema,TABLESPACES,<blank>,<blank>,<blank>,<blank>,NODEGROUP_ID,bigint(21) unsigned,bigint,<blank>,select,<blank>,0,def,NULL,<blank>
NEVER,varchar,<blank>,<blank>,TABLESPACE_COMMENT,varchar(2048),def,9,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,NULL,select,TABLESPACES,utf8,<blank>,YES,6144,2048
NEVER,varchar,<blank>,<blank>,CONSTRAINT_CATALOG,varchar(512),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_CONSTRAINTS,utf8,<blank>,NO,1536,512
NEVER,varchar,<blank>,<blank>,CONSTRAINT_SCHEMA,varchar(64),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_CONSTRAINTS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,CONSTRAINT_NAME,varchar(64),def,3,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_CONSTRAINTS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,TABLE_SCHEMA,varchar(64),def,4,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_CONSTRAINTS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,TABLE_NAME,varchar(64),def,5,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_CONSTRAINTS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,CONSTRAINT_TYPE,varchar(64),def,6,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_CONSTRAINTS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,GRANTEE,varchar(190),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_PRIVILEGES,utf8,<blank>,NO,570,190
NEVER,varchar,<blank>,<blank>,TABLE_CATALOG,varchar(512),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_PRIVILEGES,utf8,<blank>,NO,1536,512
NEVER,varchar,<blank>,<blank>,TABLE_SCHEMA,varchar(64),def,3,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_PRIVILEGES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,TABLE_NAME,varchar(64),def,4,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_PRIVILEGES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,PRIVILEGE_TYPE,varchar(64),def,5,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_PRIVILEGES,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,IS_GRANTABLE,varchar(3),def,6,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TABLE_PRIVILEGES,utf8,<blank>,NO,9,3
NEVER,varchar,<blank>,<blank>,TRIGGER_CATALOG,varchar(512),def,1,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TRIGGERS,utf8,<blank>,NO,1536,512
NEVER,varchar,<blank>,<blank>,TRIGGER_SCHEMA,varchar(64),def,2,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TRIGGERS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,TRIGGER_NAME,varchar(64),def,3,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TRIGGERS,utf8,<blank>,NO,192,64
NEVER,varchar,<blank>,<blank>,EVENT_MANIPULATION,varchar(6),def,4,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TRIGGERS,utf8,<blank>,NO,18,6
NEVER,varchar,<blank>,<blank>,EVENT_OBJECT_CATALOG,varchar(512),def,5,<blank>,<blank>,information_schema,<blank>,utf8_general_ci,<blank>,'',select,TRIGGERS,utf8,<blank>,NO,1536,512
